,Track Name,Artist Name,Album Name,Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Insturmentalness,Liveness,Valence,Tempo,Duration MS,Time Signature
157,Chocolate On My Tongue,The Wood Brothers,Ways Not To Lose,35,0.729,0.158,4,-14.276,0,0.0396,0.891,0.226,0.114,0.186,119.989,169459,5
158,Control,Halsey,BADLANDS (Deluxe),68,0.55,0.675,4,-5.637,0,0.0332,0.399,0.0,0.181,0.206,119.882,214762,4
159,Êta,TOMYGONE,Êta,14,0.501,0.867,10,-5.297,0,0.0858,0.00615,0.000155,0.693,0.325,149.96,210900,4
160,I'd Rather Sleep - et aliae Remix,Kero Kero Bonito,Bonito Recycling,15,0.611,0.555,10,-6.416,1,0.0323,0.636,0.58,0.545,0.222,155.005,182710,4
161,Is This Love,Bob Marley & The Wailers,Kaya,78,0.776,0.561,6,-8.375,0,0.103,0.111,0.0,0.067,0.743,122.246,232200,4
162,From Darkness Come,Deicide,Scars Of The Crucifix,16,0.343,0.981,1,-4.921,1,0.111,0.0003,0.876,0.254,0.253,109.521,178240,4
163,"I Would Die 4 U - Live In Syracuse, March 30, 1985 - 2022 Remaster",Prince,Prince and The Revolution: Live (2022 Remaster),23,0.557,0.926,2,-9.17,1,0.133,0.00151,0.000734,0.359,0.607,140.645,206776,4
164,The Fall Of Charleston,Tennessee Ernie Ford,Songs Of The Civil War,28,0.604,0.579,5,-7.955,1,0.0596,0.705,0.0,0.127,0.978,201.189,142360,4
165,Meu samba regué,Marku Ribas,1976,5,0.678,0.609,8,-12.885,1,0.0923,0.63,0.000299,0.377,0.914,100.974,227997,4
166,Not Wrong Now,YoungBoy Never Broke Again,Not Wrong Now,51,0.809,0.615,7,-6.796,1,0.398,0.333,0.0,0.116,0.174,145.123,226299,4
167,Dust Eater,Seraphim,Tabula Rasa,9,0.455,0.991,1,-2.272,0,0.078,0.00314,0.000986,0.186,0.0707,120.002,226000,4
168,Back In The U.S.A. - 1967 Version,Chuck Berry,Chuck Berry's Golden Hits,8,0.592,0.749,3,-10.284,1,0.0384,0.247,1.07e-06,0.275,0.967,80.309,148507,4
169,Epiphyse - Original Mix,Rauschhaus,Visionary,0,0.792,0.932,10,-8.3,0,0.0427,0.000166,0.887,0.0561,0.433,119.997,464000,4
170,日出時讓街燈安睡 (feat. Jacky Cheung 張學友),Gin Lee,日出時讓街燈安睡,30,0.559,0.357,7,-7.344,1,0.031,0.844,0.0,0.131,0.29,123.697,256000,4
171,Favorite Days,Jordy Searcy,Love? Songs,21,0.337,0.128,0,-13.633,1,0.0313,0.893,4.62e-05,0.0827,0.433,83.026,312960,4
172,"A boba fui eu - Recorded At Mosh Studios, São Paulo",LUDMILLA,Spotify Singles,64,0.673,0.466,11,-8.483,1,0.0333,0.733,0.0,0.228,0.556,133.039,192871,4
173,Odio Explotar,Espinoza Paz,Yo No Canto Pero Lo Intentamos,25,0.833,0.463,8,-7.903,1,0.0977,0.57,0.000372,0.0904,0.958,84.988,179213,4
174,Come On Get Higher,Matt Nathanson,Some Mad Hope,62,0.672,0.623,9,-5.699,1,0.0297,0.241,0.0,0.0848,0.617,92.018,215173,4
175,Éternity (Le Chant Du Pèlerin),Alpha Blondy,Eternity,20,0.666,0.535,1,-5.386,1,0.0606,0.264,0.000875,0.398,0.6,105.874,342182,4
176,"Vessels That Float out of Metals That Sink, Pt. 5",Casino Versus Japan,Casino Versus Japan,8,0.418,0.494,6,-26.93,1,0.0504,0.978,0.93,0.396,0.0374,106.371,89000,3
177,Neria,Oliver Mtukudzi,Neria,36,0.325,0.32,4,-12.972,1,0.0526,0.822,0.0,0.284,0.375,165.33,357182,4
178,Moonlight Serenade,Glenn Miller,Ultimate Big Band Collection: Glenn Miller,53,0.342,0.126,3,-11.857,1,0.0265,0.862,0.0998,0.146,0.147,77.873,202760,3
179,labour,Paris Paloma,labour,74,0.65,0.574,11,-10.3,0,0.101,0.396,0.000112,0.354,0.441,83.963,237745,4
180,Old Skool,Prem Dhillon,Old Skool,64,0.764,0.601,6,-6.999,1,0.325,0.198,0.0,0.265,0.905,87.926,253636,4
181,As Is Above So Is Below,I Self Devine,That Which Is Hidden,0,0.568,0.752,8,-6.792,0,0.267,0.0822,0.0,0.109,0.463,66.514,171859,4
182,Tennisplayer Makes A Smile,Lawrence English,Blurred In My Mirror,1,0.357,0.421,0,-12.646,1,0.0383,0.871,0.419,0.107,0.0614,129.088,319120,3
183,"(What) in the Name of Love - Arthur Baker 12"" Mix",Naked Eyes,Everything and More,14,0.684,0.901,4,-8.312,0,0.0371,0.00695,0.00438,0.0378,0.818,113.671,366427,4
184,Cantos Sagrados: I. Identity (Live),James MacMillan,Millennium: Choral Music of Today (Live),0,0.194,0.198,0,-20.459,1,0.0412,0.942,0.248,0.0977,0.0355,139.295,506853,3
185,Happy Sevens / Monster Rabbit,Damien O'Kane,Banjophonics,4,0.457,0.802,5,-7.399,1,0.0468,0.739,0.953,0.0753,0.63,109.982,281840,4
186,Rock Of Ages,Def Leppard,Pyromania (Deluxe),62,0.706,0.785,11,-7.666,0,0.041,0.00802,0.0319,0.195,0.636,105.893,247829,4
187,I See You,Luke Bryan,Crash My Party,54,0.657,0.821,6,-3.388,1,0.0352,0.0838,0.0,0.0442,0.714,130.003,185987,4
188,SHOOTAHS,MAD DUBZ,NewLyfe EP,21,0.625,0.923,1,-1.103,1,0.149,0.0309,0.0023,0.536,0.259,74.828,240000,3
189,El Barbón (El Phoenix),Luis R Conriquez,"Corridos Bélicos, Vol. IV (Versión Deluxe)",52,0.727,0.879,2,-4.523,1,0.0986,0.288,3.56e-06,0.0929,0.814,154.976,159179,3
190,El Tun Tun De Tu Corazón,Orquesta La Palabra,Breakthrough,51,0.567,0.833,7,-4.107,0,0.0297,0.629,0.0509,0.106,0.518,166.977,383861,4
191,Storm Crystals,Four Tet,Three +,37,0.686,0.311,10,-10.333,0,0.0369,0.832,0.894,0.105,0.319,74.996,400240,3
192,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,Who Loves You,73,0.737,0.495,1,-13.489,1,0.027,0.0588,9.12e-06,0.0542,0.967,104.409,197147,4
193,Nemesio,Luis R Conriquez,"Corridos Bélicos, Vol. IV",51,0.709,0.664,10,-4.702,0,0.0438,0.481,0.0,0.168,0.919,151.828,160626,3
194,Say It,Tory Lanez,I Told You,74,0.546,0.529,11,-10.511,0,0.0583,0.0869,6.37e-06,0.124,0.248,107.333,237787,4
195,Nightmare,Halsey,"If I Can’t Have Love, I Want Power (Extended)",54,0.607,0.622,9,-5.075,0,0.0756,0.0187,0.0,0.359,0.537,146.105,231999,4
196,Time After Time,Cyndi Lauper,She's So Unusual,82,0.726,0.449,0,-9.206,1,0.0286,0.487,1.34e-06,0.0824,0.294,130.388,241333,4
197,(Everything I Do) I Do It For You,Bryan Adams,Waking Up The Neighbours,62,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251,394133,4
198,New Found Love,Popcaan,New Found Love,31,0.748,0.647,9,-6.475,1,0.0682,0.0552,7.14e-06,0.248,0.418,84.027,217839,4
199,Get Away With My Lovin,XL Middleton,ALL DAY WE SMASH,1,0.564,0.759,0,-5.574,0,0.35,0.0601,0.0,0.0415,0.962,212.043,230933,4
200,One with Yourself,Intrinsic Flow,Essential Mind,47,0.192,0.183,1,-23.161,1,0.0387,0.875,0.939,0.169,0.0323,87.834,96000,4
201,Byvali dni vesjolye,Zhanna Bichevskaya,Russkie narodnye pesni i romansy,0,0.296,0.595,9,-5.402,1,0.0451,0.706,0.0,0.101,0.823,183.773,225726,3
202,Ierusalim,Timur Mutsurayev,Doomsday,25,0.367,0.829,8,-5.021,1,0.13,0.669,0.0,0.0755,0.438,144.052,582949,4
203,Breakers Theme 2 - Main,Mr. V,Breakers Theme,1,0.803,0.585,10,-10.804,0,0.0844,0.325,0.674,0.0695,0.45,125.006,467067,4
204,Melody (ASOT 781) - DJ Tostie Remix,Ashley Wallbridge,A State Of Trance Episode 781,2,0.406,0.827,1,-9.294,0,0.0591,0.000387,0.0201,0.182,0.0381,137.962,208944,4
205,Herói do Interior,Junior Vianna,100% Vaqueiro,22,0.768,0.625,4,-3.821,0,0.0631,0.794,0.0436,0.152,0.906,153.499,190309,4
206,A-Sleepin' At the Foot of the Bed,Little Jimmy Dickens,"The Essential ""Little"" Jimmy Dickens",16,0.595,0.333,5,-9.703,1,0.0786,0.85,0.0,0.0999,0.837,178.652,163467,4
207,Benche Thakar Gaan,Rupam Islam,Autograph (Original Motion Picture Soundtrack),46,0.726,0.762,9,-6.338,1,0.0347,0.444,0.0,0.102,0.871,116.006,253330,4
208,Ever Forward,dryhope,Chillhop Essentials Summer 2020,25,0.76,0.19,0,-12.327,1,0.208,0.494,0.885,0.0512,0.352,85.968,161971,4
209,Super Rich Kids,Frank Ocean,channel ORANGE,75,0.739,0.419,3,-8.241,0,0.0854,0.219,0.0,0.196,0.58,60.493,304760,4
210,Odd eye,"Not Secured, Loose Ends",Odd eye,19,0.459,0.935,4,-4.249,0,0.0911,1.78e-05,2.69e-05,0.122,0.382,99.996,190227,4
211,What Took You So Long (Mixed) - ID Remix,Armin van Buuren,Live at EDC Las Vegas 2024 (Highlights),40,0.38,0.892,8,-7.767,1,0.0385,3.12e-05,0.0228,0.472,0.161,132.993,163764,4
212,Side Effects - Claudio Polizzotto Remix,Catalin Cristian,Side Effects,0,0.888,0.579,7,-11.436,1,0.273,0.0636,0.883,0.105,0.403,124.995,588495,4
213,Rain (with Skillibeng),Shenseea,Rain (with Skillibeng),40,0.82,0.686,11,-5.891,1,0.142,0.0942,0.0,0.115,0.185,96.583,110304,4
214,SWIM - ford. Remix,Mild Minds,MOOD (Remixes),45,0.488,0.294,5,-12.572,1,0.11,0.804,0.651,0.0758,0.0754,94.462,212214,4
215,Links 2 3 4,Rammstein,Mutter,55,0.624,0.904,4,-4.774,1,0.0479,0.00112,0.0231,0.604,0.649,130.153,216733,4
216,Money's Too Tight (To Mention) - 2008 Remaster,Simply Red,Picture Book (Expanded Version),55,0.761,0.813,2,-6.018,1,0.0299,0.322,0.00219,0.0588,0.878,113.415,252960,4
217,Streets Made Me A King,Future,WE STILL DON'T TRUST YOU,65,0.708,0.757,4,-5.369,0,0.387,0.212,4.83e-06,0.0968,0.315,171.032,184733,4
218,In Your Hands,Halle,In Your Hands,53,0.539,0.326,7,-6.758,1,0.0292,0.54,0.0,0.184,0.198,113.016,171544,4
219,...And Justice for All (Remastered),Metallica,...And Justice for All (Remastered),53,0.382,0.793,4,-7.342,0,0.183,7.11e-05,0.147,0.0541,0.424,173.583,585507,4
220,"Havana Affair - Live at the Roxy, Hollywood, CA 8/12/76; Set 1; 2016 Remaster",Ramones,Ramones (40th Anniversary Deluxe Edition; 2016 Remaster),13,0.252,0.995,11,0.608,0,0.0575,0.091,0.745,0.611,0.447,187.846,115120,4
221,Old Black Joe,Glenn Miller,Be Happy,21,0.18,0.0743,3,-22.706,1,0.0375,0.971,0.816,0.398,0.188,171.232,137000,3
222,Highway Chile,Jimi Hendrix,Are You Experienced,38,0.432,0.938,5,-3.716,0,0.139,0.269,0.000697,0.192,0.637,138.522,212587,4
223,Watch Out - Karsh Kale Remix,Komorebi,Watch Out (Karsh Kale Remix),10,0.405,0.316,8,-11.614,0,0.0344,0.000275,0.75,0.0667,0.0769,125.067,264229,3
224,Young And Menace,Fall Out Boy,MANIA,46,0.646,0.833,11,-5.131,1,0.0571,0.113,0.000493,0.121,0.271,108.004,223947,4
225,Set up Yuhself,Etana,Set up Yuhself,26,0.789,0.714,8,-4.656,1,0.207,0.0177,0.0,0.0794,0.532,104.637,185184,4
226,Entranced,Lundy,Entranced,13,0.854,0.501,11,-6.519,1,0.053,0.27,0.16,0.219,0.667,107.997,134444,4
227,Misread,Kings of Convenience,Riot On An Empty Street,59,0.637,0.625,6,-9.783,1,0.0382,0.732,0.509,0.128,0.896,160.748,188400,4
228,Sweet Emotion - Live Version,Aerosmith,A Little South Of Sanity,31,0.295,0.919,9,-6.741,1,0.0825,0.00017,0.135,0.975,0.0941,97.927,357133,4
229,Pra Que Dinheiro?,Martinho Da Vila,Série Acervo - Martinho Da Vila,35,0.705,0.802,9,-5.656,1,0.0368,0.543,0.0,0.0796,0.965,83.233,189960,4
230,Abracada-Boo - Instrumental,Kaori Ishihara,Abracada-Boo,0,0.462,0.961,11,-6.198,0,0.0508,0.000202,0.81,0.374,0.776,151.952,274933,4
231,God Really Loves Us,Crowder,Milk & Honey,54,0.349,0.388,11,-7.015,1,0.028,0.719,0.0,0.0402,0.315,82.968,263833,3
232,La Herida - Acústica,Los Estramboticos,Lucha y Resiste,30,0.462,0.785,6,-3.557,0,0.0708,0.131,0.000925,0.0766,0.454,126.52,288947,4
233,Yu vs Fabrizio Santorino Rap. Ojo por Ojo,Bynmc,Yu vs Fabrizio Santorino Rap. Ojo por Ojo,27,0.633,0.931,11,-6.601,0,0.333,0.414,0.0,0.128,0.576,94.153,196060,4
234,Eclipse,Pink Floyd,The Dark Side of the Moon,59,0.359,0.577,10,-10.804,1,0.0397,0.0589,0.751,0.0686,0.141,68.064,130429,4
235,Hold On II,Chris Smither,Lost and Found,13,0.477,0.18,6,-14.525,1,0.0323,0.921,0.00537,0.172,0.205,83.191,110711,4
236,"Fantasia No. 1 for Solo Violin in B-Flat Major, TWV 40:14: II. Allegro",Georg Philipp Telemann,Baroque Views,15,0.555,0.0553,9,-23.176,1,0.0644,0.991,0.897,0.0884,0.912,120.262,97413,4
237,Mi Buenos Aires Querido,Julio Iglesias,Tango,32,0.386,0.261,9,-10.453,1,0.0565,0.754,0.0,0.111,0.174,169.716,159533,5
238,Void of Veil And Curtain,Saint Abdullah,Mechanical Flirtations,0,0.707,0.717,1,-7.074,1,0.055,0.739,0.571,0.114,0.423,117.057,386000,4
239,Sharp Dressed Man (2008 Remaster),ZZ Top,Eliminator,77,0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
240,Draugen's Maelstrom,Elvenking,Secrets of the Magick Grimoire,37,0.454,0.978,4,-4.788,0,0.127,0.00279,0.0,0.341,0.436,159.996,264867,4
241,Ice Cream (with Selena Gomez),BLACKPINK,Ice Cream (with Selena Gomez),60,0.79,0.729,9,-3.843,1,0.334,0.0342,9.31e-05,0.0411,0.904,159.989,175813,4
242,Jonny,Faye Webster,Atlanta Millionaires Club,64,0.609,0.232,6,-11.989,1,0.0272,0.417,0.0187,0.107,0.27,79.821,226507,3
243,"Guayacan Mix: Amor Traicionero / Te Amo, Te Extraño / Invierno en Primavera / Como una Hoguera / Vas a Llorar / Oiga, Mire, Vea",Guayacán Orquesta,Como en un Baile,26,0.533,0.706,10,-11.144,0,0.0566,0.338,0.102,0.101,0.863,93.868,386351,4
244,Historia De Un Amor - En Duo Avec Tania Libertad,Cesária Evora,Cesaria Evora & ...,24,0.75,0.23,4,-14.277,1,0.406,0.436,2.43e-05,0.118,0.628,176.144,236267,4
245,No One Noticed,The Marías,If Only + No One Noticed,68,0.705,0.339,7,-10.612,1,0.0278,0.552,0.0814,0.12,0.457,97.989,236907,4
246,Where We Are Sometimes,Forever Honey,Pre-Mortem High,28,0.448,0.507,2,-7.607,1,0.03,0.465,0.0,0.117,0.21,141.919,227080,4
247,Goodbye Song,MKTO,MKTO,41,0.717,0.857,0,-5.222,1,0.0808,0.0526,0.0,0.0582,0.739,99.019,231933,4
248,It Scares Me Half To Death,George Jones,Sings Like The Dickens!,6,0.438,0.484,7,-7.57,1,0.031,0.474,0.0,0.73,0.718,120.39,158867,4
249,No Regrets (feat. Krewella),KSHMR,No Regrets (feat. Krewella),47,0.33,0.793,10,-4.628,0,0.155,0.0618,0.0,0.383,0.279,180.162,184000,4
250,Vagas lembranças,Grupo Katinguelê,Meu Recado,13,0.492,0.538,5,-10.991,1,0.0542,0.728,0.000273,0.578,0.633,94.642,165573,4
251,Hardest To Love,The Weeknd,After Hours,63,0.392,0.608,7,-7.847,0,0.0713,0.0909,8.83e-05,0.125,0.111,81.898,211400,4
252,Glitter & Crimson,All Time Low,"Wake Up, Sunshine",39,0.543,0.699,10,-4.504,1,0.0349,0.0784,0.0,0.053,0.711,84.027,183167,4
253,Trusty Chords,Hot Water Music,Caution,42,0.302,0.974,2,-4.948,1,0.0653,0.231,0.00478,0.312,0.615,197.14,169520,4
254,Illiac bay,wind-up bird,Illiac bay,25,0.514,0.259,5,-19.745,0,0.0342,0.8,0.932,0.114,0.0781,156.028,150769,1
255,Up The Junction,Squeeze,Cool For Cats,56,0.498,0.536,9,-12.974,1,0.0533,0.359,0.000106,0.092,0.886,120.704,191320,4
256,Stillborn Knowledge,White Ward,Futility Report,28,0.42,0.775,0,-5.998,1,0.0544,0.000583,0.497,0.106,0.079,93.964,486000,3
257,Fiona Fire Truck,Toddler Fun Learning,Gecko's Truck Songs for Children,31,0.905,0.335,10,-20.804,1,0.0597,0.0504,0.0,0.0863,0.975,119.986,120880,4
258,All of This Is Fleeting,Polaris,The Death of Me,58,0.486,0.953,8,-3.468,0,0.0878,0.000139,0.00243,0.14,0.592,138.032,236380,4
259,Tudo Diferente,Dandinha,Live Mpb (Ao Vivo),0,0.61,0.262,7,-13.149,1,0.041,0.807,2.61e-05,0.113,0.144,92.148,166739,4
260,Harika,Ebru Gündeş,Evet,57,0.767,0.826,1,-5.567,1,0.0432,0.0363,1.85e-06,0.104,0.574,120.015,198609,4
261,Written on Tombstones,Non Est Deus,Legacy,24,0.222,0.976,0,-6.777,1,0.0999,0.000507,0.778,0.277,0.0779,172.157,268187,4
262,Hypocrisy,Derpcat,Hypocrisy,30,0.486,0.862,3,-3.383,0,0.0928,0.0128,0.00161,0.127,0.0744,170.09,321546,4
263,Echo,Crusher-P,Echo,54,0.636,0.906,3,-3.101,0,0.0518,0.084,0.0,0.125,0.36,140.025,230029,4
264,In Quintessence,Squeeze,East Side Story,31,0.542,0.727,0,-13.061,1,0.0385,0.0236,0.138,0.153,0.962,157.538,175125,4
265,Self-Love,Friede,Crown Chakra,50,0.193,0.0068,4,-37.355,1,0.0509,0.993,0.827,0.0917,0.0708,134.35,87429,4
266,Comme Des Garçons (Like The Boys),Rina Sawayama,SAWAYAMA,56,0.724,0.715,0,-3.776,1,0.116,0.0246,0.00276,0.441,0.645,119.162,181506,4
267,Till I Know What Love Is (I'm Never Gonna Die),Aimyon,Falling into your eyes Record,36,0.564,0.634,11,-4.13,1,0.0279,0.0531,3.1e-06,0.128,0.683,110.073,276253,4
268,Christ & Combat,Powerwolf,Blessed & Possessed,48,0.423,0.974,1,-3.737,0,0.105,0.00012,0.0,0.235,0.406,76.988,219707,4
269,The Alphabet Song,Björnes Hörna,The Alphabet Song,50,0.83,0.0977,2,-20.788,1,0.156,0.985,0.969,0.112,0.094,130.524,96843,4
270,Room With a View - Piano Septet Version,Yiruma,The Rewritten Memories,43,0.271,0.25,7,-14.472,1,0.0302,0.944,0.8,0.152,0.0431,84.255,223793,4
271,Delta Waves White Noise,White Noise Therapy,*Soft Sleep Soundscape 428 Hz *,25,0.337,0.429,11,-31.365,1,0.0529,0.95,0.929,0.109,0.274,86.362,94366,4
272,Fine Wine & Hennessy,Afro B,Afrowave 3,43,0.742,0.416,6,-7.248,0,0.271,0.000972,0.0,0.0688,0.692,67.302,190588,5
273,ninelie,Aimer,daydream,50,0.462,0.85,6,-5.558,0,0.0453,0.0256,1.94e-05,0.0756,0.206,172.063,261773,4
274,TULUM,Peso Pluma,GÉNESIS,77,0.557,0.866,6,-4.454,1,0.0503,0.394,0.0,0.11,0.631,167.767,209415,4
275,Deus Está Te Ensinando,Nathália Braga,Deus Está Te Ensinando,51,0.53,0.67,6,-4.319,1,0.0326,0.14,0.0,0.113,0.268,133.959,279808,4
276,Kleine Fee,Schürze,Kleine Fee,42,0.607,0.943,0,-3.427,1,0.0434,0.00586,0.0,0.162,0.623,133.985,138721,4
277,Otono porteno,Astor Piazzolla,Eight Seasons: Astor Piazzolla - Four Seasons of Buenos Aires; Vivaldi - Four Seasons,18,0.373,0.0827,2,-20.839,0,0.0502,0.938,0.611,0.099,0.124,127.36,414800,4
278,Moon Temple,Karunesh,Zen Breakfast,35,0.404,0.299,8,-14.381,0,0.0297,0.815,0.981,0.103,0.0385,66.038,347640,4
279,Car Chase (Arp Worship),The Chemical Brothers,Hanna (Original Motion Picture Soundtrack),15,0.666,0.8,2,-7.805,1,0.055,0.00789,0.902,0.1,0.0392,75.986,298640,4
280,Vexed (feat. Xo Man),MEMBA,Vexed (feat. Xo Man),40,0.719,0.869,8,-5.007,1,0.131,0.102,0.0703,0.179,0.583,148.046,198000,4
281,"Christmas Oratorio, BWV 248 / Part Five - For The 1st Sunday In The New Year: No. 43 Chor: ""Ehre sei dir, Gott, gesungen""",Johann Sebastian Bach,Bach: Christmas Oratorio - Weihnachtsoratorium,6,0.591,0.296,8,-23.354,1,0.0378,0.973,0.00493,0.351,0.734,114.669,355960,3
282,"The Winner Takes It All - From ""Mamma Mia!""",Meryl Streep,Mamma Mia! The Movie Soundtrack,63,0.427,0.377,5,-8.136,1,0.0334,0.682,0.0,0.105,0.245,125.081,297933,4
283,Norouz 99,Saba Alizadeh,I May Never See You Again,0,0.187,0.206,11,-16.043,0,0.0576,0.847,0.875,0.126,0.0484,89.449,173067,4
284,Estrellas,Natanael Cano,NataKong,59,0.744,0.71,8,-5.288,0,0.0362,0.118,0.0,0.115,0.275,130.022,186462,4
285,Take A Message To Mary,The Everly Brothers,The Fabulous Style Of The Everly Brothers,31,0.695,0.263,4,-14.719,1,0.0437,0.243,0.0,0.111,0.323,118.059,148307,4
286,"Futurama United Nations RMX (feat. S.A.S., Ceza, Curse, Greis, Havoc, Kaz Money, AZAD & Moe Mitchell)",Kool Savas,Was hat S.A.V. da vor?,21,0.707,0.821,0,-5.638,1,0.391,0.131,0.0,0.254,0.89,176.053,419480,4
287,Esho Bondhu (Male),Anupam Roy,Uma (Original Motion Picture Soundtrack),18,0.596,0.801,2,-5.813,1,0.0732,0.479,0.0,0.108,0.432,82.937,250957,4
288,Eternal Sunshine,Jhené Aiko,Souled Out (Deluxe),58,0.448,0.406,2,-11.42,1,0.0483,0.791,0.00231,0.112,0.0504,147.912,210640,4
289,撲朔 (影視劇《春色寄情人》主題曲),LaLa Hsu,撲朔,37,0.337,0.427,11,-7.728,1,0.0284,0.825,7.62e-05,0.218,0.305,133.43,299451,4
290,La Despedida,Daddy Yankee,Mundial (Deluxe Version),77,0.745,0.994,2,-2.194,0,0.0497,0.0909,0.0546,0.0684,0.972,122.049,202827,4
291,Solskinnsland,Spelloppmaker,Vil Du Væra Med,25,0.574,0.794,9,-4.32,0,0.0259,0.00351,0.0,0.0669,0.65,108.004,202000,4
292,Suburban Home,Descendents,Milo Goes to College,52,0.385,0.776,2,-9.347,1,0.0389,3.82e-05,0.0,0.346,0.833,99.772,100333,3
293,In Your Arms Tonight,Driftwood,In Your Arms Tonight,35,0.719,0.226,9,-12.045,0,0.0431,0.894,0.872,0.0899,0.118,129.928,149500,4
294,You Are Alone - Remastered,The Mark Of Cain,Battlesick (Remastered 30th Anniversary Edition),5,0.191,0.997,9,-8.065,1,0.195,0.033,0.921,0.852,0.0559,196.635,286627,4
295,Labios Rotos - En Vivo Desde México / 2010,Zoé,MTV Unplugged Música De Fondo (Reissue/Live),74,0.579,0.758,11,-7.08,1,0.0281,0.0731,0.00292,0.708,0.288,109.054,243040,4
296,Smettila di pensare troppo,Hz Frequenze,432 Hz frequenza di guarigione e battiti binaural,13,0.172,0.00994,8,-29.593,1,0.0399,0.994,0.919,0.0984,0.038,70.297,199400,3
297,BLACK SHEEP,Lil Darkie,BLACK SHEEP,49,0.608,0.97,7,1.424,1,0.07,0.564,0.000306,0.627,0.543,100.967,292000,4
298,修煉愛情 (Jazz Version),JJ Lin,感爵這一刻,19,0.559,0.623,5,-5.797,0,0.0594,0.711,0.0,0.306,0.488,135.022,332014,4
299,"The Power (7"" Version)",SNAP!,The Power,62,0.747,0.878,0,-7.637,1,0.0655,0.0449,0.00402,0.206,0.701,108.891,227030,4
300,Haemotological Allergy,Gorguts,Considered Dead,19,0.265,0.933,1,-8.528,1,0.135,3.52e-05,0.689,0.135,0.31,151.51,250907,4
301,"Prelude & Fugue in E Minor, BWV 855: I. Prelude",Johann Sebastian Bach,"J.S. Bach: The Well-Tempered Clavier, Book 1, BWV 846-869",8,0.28,0.21,7,-18.779,1,0.0348,0.994,0.9,0.117,0.422,92.675,169707,4
302,Kaoh Nhek,Doung Virakseth,Kaoh Nhek,5,0.569,0.383,9,-11.188,1,0.0359,0.844,5.49e-06,0.335,0.175,103.96,354000,4
303,Zora's Domain (with Rain),Sleeping Phoenix,Songs of Time: Fingerstyle Guitar Music from The Legend of Zelda: Ocarina of Time (with Rain),31,0.289,0.278,7,-18.489,1,0.0332,0.97,0.912,0.367,0.0398,86.782,220000,5
304,Ola Einai Edo,Nikos Vertis,Ola Einai Edo,13,0.624,0.689,1,-6.43,1,0.0289,0.501,1.24e-06,0.207,0.627,93.987,243907,4
305,Across the Universe,Fiona Apple,Pleasantville -Music From The Motion Picture,58,0.578,0.481,4,-10.545,1,0.0317,0.431,0.00299,0.0951,0.548,129.881,307333,4
306,Look in the Mirror,Scott McKenzie,Stained Glass Morning,11,0.516,0.52,0,-6.273,1,0.0278,0.602,0.00296,0.177,0.617,120.097,218067,4
307,Even Angels Cry,Jelly Roll,Ballads of the Broken,50,0.536,0.712,4,-8.568,0,0.0692,0.0151,0.0,0.0476,0.304,157.558,173467,4
308,White Sheep and Small Light,Nobukazu Takemura,Hoshi No Koe,17,0.667,0.0315,0,-15.381,1,0.0502,0.995,0.959,0.0812,0.873,80.276,125627,4
309,O Homem Da Lua - Ao Vivo,Limão Com Mel,Um Amor de Novela - Ao Vivo No Olympia,33,0.378,0.864,4,-6.985,1,0.102,0.323,0.0,0.725,0.468,175.744,216693,4
310,Gra 2 Pull,Biga*Ranx,Eh Yo!,32,0.86,0.474,6,-5.684,0,0.105,0.0226,0.0145,0.104,0.413,150.04,232320,4
311,Nah,Snow Tha Product,Nah,47,0.921,0.726,8,-8.54,1,0.18,0.675,3.35e-05,0.101,0.565,139.911,104679,4
312,Use Of Time,311,Transistor,43,0.592,0.488,4,-10.173,0,0.0247,0.0105,0.0146,0.113,0.113,102.103,264427,4
313,Get It Sexyy,Sexyy Red,Get It Sexyy,77,0.811,0.64,5,-5.63,0,0.274,0.0957,0.0,0.127,0.527,145.031,148552,4
314,In Search Of The Truth,Guy Sweens,Gaya Of Wisdom,28,0.508,0.553,5,-9.695,0,0.0302,0.237,0.93,0.257,0.31,93.593,486080,4
315,Necrofancy - Remix,Scary Bitches,Lesbian Vampyres From Outer Space,20,0.587,0.738,9,-5.639,0,0.032,0.0365,6.51e-06,0.0849,0.307,140.074,293627,4
316,Just a Thought - Smooth Remix,Fred V & Grafix,Viper 50,7,0.402,0.847,0,-2.76,1,0.0717,0.000313,0.000173,0.091,0.3,174.037,306218,4
317,I'm Every Woman,Chaka Khan,Chaka,65,0.603,0.886,0,-7.301,0,0.0465,0.0418,0.000171,0.295,0.727,114.045,249600,4
318,Blood Is The Price Of Glory,Ensiferum,Victory Songs,25,0.409,0.982,4,-4.372,0,0.0724,1.53e-05,0.304,0.163,0.459,97.565,317293,4
319,Like An Old Dog - Enrico Sangiuliano Remix,Röyksopp,Like An Old Dog (Enrico Sangiuliano Remix),33,0.676,0.922,5,-7.835,1,0.0507,0.0426,0.836,0.108,0.122,129.999,483692,4
320,Unreal City,M. Ward,Migration Stories,14,0.564,0.886,5,-8.192,1,0.0413,0.078,0.00695,0.108,0.559,134.673,245027,4
